breakdown_row_id,dataset_type,timestamp_hour,date,hour_of_day,user_id,campaign_id,campaign_name,ad_set_id,ad_set_name,ad_id,ad_name,product_flavor,placement,device,geography,age_band,gender,audience_type,season,impressions,clicks,link_clicks,landing_page_views,sessions,bounce_rate,avg_session_duration,add_to_cart,initiate_checkout,checkout_completion,purchases,conversions,conversion_rate,spend,revenue
BR_A00030,active,2026-03-01 03:00:00,2026-03-01,3,USER_A00030,CAMP_META_ACTIVE_01,cereal campaign,AS_001,Strawberry Ad Set,AD_001,Strawberry Creative 1,strawberry,Facebook Feed,desktop,Arizona,45-54,male,prospecting,spring,6,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,2.03,0.0
BR_A00031,active,2026-03-01 03:00:00,2026-03-01,3,USER_A00031,CAMP_META_ACTIVE_01,cereal campaign,AS_002,Chocolate Ad Set,AD_002,Chocolate Creative 1,chocolate,Instagram Feed,desktop,Nevada,25-34,male,lookalike,spring,3,3,2,2,2,0.98,160.6,1,0,0,0,0,0.0,2.94,0.0
BR_A00032,active,2026-03-01 03:00:00,2026-03-01,3,USER_A00032,CAMP_META_ACTIVE_01,cereal campaign,AS_002,Chocolate Ad Set,AD_002,Chocolate Creative 1,chocolate,Facebook Feed,mobile,Arizona,35-44,male,website_visitors,spring,1,1,0,0,0,0.0,0.0,0,0,0,0,0,0.0,2.71,0.0
BR_A00033,active,2026-03-01 03:00:00,2026-03-01,3,USER_A00033,CAMP_META_ACTIVE_01,cereal campaign,AS_002,Chocolate Ad Set,AD_002,Chocolate Creative 1,chocolate,Facebook Reels,mobile,Texas,25-34,female,prospecting,spring,1,1,0,0,0,0.0,0.0,0,0,0,0,0,0.0,3.13,0.0
BR_A00034,active,2026-03-01 03:00:00,2026-03-01,3,USER_A00034,CAMP_META_ACTIVE_01,cereal campaign,AS_003,Vanilla Ad Set,AD_003,Vanilla Creative 1,vanilla,Instagram Feed,desktop,Texas,25-34,female,retargeting,spring,4,1,0,0,0,0.0,0.0,0,0,0,0,0,0.0,3.57,0.0
BR_A00035,active,2026-03-01 03:00:00,2026-03-01,3,USER_A00035,CAMP_META_ACTIVE_01,cereal campaign,AS_003,Vanilla Ad Set,AD_003,Vanilla Creative 1,vanilla,Facebook Feed,desktop,California,45-54,female,interest_based,spring,4,1,0,0,0,0.0,0.0,0,0,0,0,0,0.0,2.82,0.0
BR_A00036,active,2026-03-01 03:00:00,2026-03-01,3,USER_A00036,CAMP_META_ACTIVE_01,cereal campaign,AS_003,Vanilla Ad Set,AD_003,Vanilla Creative 1,vanilla,Instagram Feed,desktop,Texas,35-44,male,website_visitors,spring,2,2,2,2,2,1.0,29.2,0,0,0,0,0,0.0,3.64,0.0
BR_A00037,active,2026-03-01 04:00:00,2026-03-01,4,USER_A00037,CAMP_META_ACTIVE_01,cereal campaign,AS_001,Strawberry Ad Set,AD_001,Strawberry Creative 1,strawberry,Instagram Stories,mobile,Nevada,45-54,female,retargeting,spring,2,2,1,0,0,0.0,0.0,0,0,0,0,0,0.0,4.39,0.0
BR_A00038,active,2026-03-01 04:00:00,2026-03-01,4,USER_A00038,CAMP_META_ACTIVE_01,cereal campaign,AS_001,Strawberry Ad Set,AD_001,Strawberry Creative 1,strawberry,Instagram Stories,mobile,Arizona,35-44,female,prospecting,spring,4,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,3.58,0.0
BR_A00039,active,2026-03-01 04:00:00,2026-03-01,4,USER_A00039,CAMP_META_ACTIVE_01,cereal campaign,AS_001,Strawberry Ad Set,AD_001,Strawberry Creative 1,strawberry,Instagram Feed,mobile,Nevada,18-24,male,prospecting,spring,3,3,3,2,2,1.0,40.4,0,0,0,0,0,0.0,2.26,0.0
BR_A00040,active,2026-03-01 04:00:00,2026-03-01,4,USER_A00040,CAMP_META_ACTIVE_01,cereal campaign,AS_002,Chocolate Ad Set,AD_002,Chocolate Creative 1,chocolate,Instagram Feed,mobile,Nevada,25-34,female,prospecting,spring,5,2,2,1,1,0.0,46.1,0,0,0,0,0,0.0,1.53,0.0
BR_A00041,active,2026-03-01 04:00:00,2026-03-01,4,USER_A00041,CAMP_META_ACTIVE_01,cereal campaign,AS_002,Chocolate Ad Set,AD_002,Chocolate Creative 1,chocolate,Instagram Feed,mobile,Texas,18-24,female,prospecting,spring,7,1,1,1,1,0.96,132.4,1,1,1,1,1,1.0,2.16,11.25
BR_A00042,active,2026-03-01 04:00:00,2026-03-01,4,USER_A00042,CAMP_META_ACTIVE_01,cereal campaign,AS_002,Chocolate Ad Set,AD_002,Chocolate Creative 1,chocolate,Instagram Stories,mobile,Nevada,35-44,male,interest_based,spring,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.64,0.0
BR_A00043,active,2026-03-01 04:00:00,2026-03-01,4,USER_A00043,CAMP_META_ACTIVE_01,cereal campaign,AS_003,Vanilla Ad Set,AD_003,Vanilla Creative 1,vanilla,Facebook Reels,mobile,Nevada,25-34,male,website_visitors,spring,4,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.31,0.0
BR_A00044,active,2026-03-01 04:00:00,2026-03-01,4,USER_A00044,CAMP_META_ACTIVE_01,cereal campaign,AS_003,Vanilla Ad Set,AD_003,Vanilla Creative 1,vanilla,Facebook Feed,desktop,Texas,35-44,female,interest_based,spring,4,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,2.22,0.0
BR_A00045,active,2026-03-01 04:00:00,2026-03-01,4,USER_A00045,CAMP_META_ACTIVE_01,cereal campaign,AS_003,Vanilla Ad Set,AD_003,Vanilla Creative 1,vanilla,Facebook Reels,desktop,California,18-24,female,retargeting,spring,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,3.48,0.0
BR_A00046,active,2026-03-01 05:00:00,2026-03-01,5,USER_A00046,CAMP_META_ACTIVE_01,cereal campaign,AS_001,Strawberry Ad Set,AD_001,Strawberry Creative 1,strawberry,Instagram Stories,mobile,Texas,25-34,male,prospecting,spring,2,1,1,1,1,0.0,97.0,1,0,0,0,0,0.0,2.74,0.0
BR_A00047,active,2026-03-01 05:00:00,2026-03-01,5,USER_A00047,CAMP_META_ACTIVE_01,cereal campaign,AS_001,Strawberry Ad Set,AD_001,Strawberry Creative 1,strawberry,Facebook Reels,mobile,Nevada,18-24,female,retargeting,spring,6,2,2,2,2,0.96,141.8,1,0,0,0,0,0.0,3.23,0.0
BR_A00048,active,2026-03-01 05:00:00,2026-03-01,5,USER_A00048,CAMP_META_ACTIVE_01,cereal campaign,AS_001,Strawberry Ad Set,AD_001,Strawberry Creative 1,strawberry,Instagram Stories,desktop,Nevada,18-24,female,interest_based,spring,5,3,3,3,3,0.0,155.2,1,0,0,0,0,0.0,2.72,0.0
BR_A00049,active,2026-03-01 05:00:00,2026-03-01,5,USER_A00049,CAMP_META_ACTIVE_01,cereal campaign,AS_002,Chocolate Ad Set,AD_002,Chocolate Creative 1,chocolate,Facebook Feed,mobile,Texas,35-44,female,prospecting,spring,2,2,1,0,0,0.0,0.0,0,0,0,0,0,0.0,0.63,0.0
BR_A00050,active,2026-03-01 05:00:00,2026-03-01,5,USER_A00050,CAMP_META_ACTIVE_01,cereal campaign,AS_002,Chocolate Ad Set,AD_002,Chocolate Creative 1,chocolate,Instagram Stories,mobile,California,18-24,female,lookalike,spring,2,2,1,0,0,0.0,0.0,0,0,0,0,0,0.0,3.74,0.0
BR_A00051,active,2026-03-01 05:00:00,2026-03-01,5,USER_A00051,CAMP_META_ACTIVE_01,cereal campaign,AS_002,Chocolate Ad Set,AD_002,Chocolate Creative 1,chocolate,Facebook Feed,mobile,Texas,18-24,female,lookalike,spring,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,1.13,0.0
BR_A00052,active,2026-03-01 05:00:00,2026-03-01,5,USER_A00052,CAMP_META_ACTIVE_01,cereal campaign,AS_003,Vanilla Ad Set,AD_003,Vanilla Creative 1,vanilla,Facebook Feed,mobile,Texas,45-54,female,retargeting,spring,2,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.77,0.0
BR_A00053,active,2026-03-01 05:00:00,2026-03-01,5,USER_A00053,CAMP_META_ACTIVE_01,cereal campaign,AS_003,Vanilla Ad Set,AD_003,Vanilla Creative 1,vanilla,Facebook Reels,desktop,California,45-54,female,interest_based,spring,4,3,2,2,2,0.0,113.0,0,0,0,0,0,0.0,3.38,0.0
BR_A00054,active,2026-03-01 05:00:00,2026-03-01,5,USER_A00054,CAMP_META_ACTIVE_01,cereal campaign,AS_003,Vanilla Ad Set,AD_003,Vanilla Creative 1,vanilla,Instagram Feed,desktop,California,45-54,male,interest_based,spring,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,1.34,0.0
BR_A00055,active,2026-03-01 06:00:00,2026-03-01,6,USER_A00055,CAMP_META_ACTIVE_01,cereal campaign,AS_001,Strawberry Ad Set,AD_001,Strawberry Creative 1,strawberry,Facebook Reels,mobile,Nevada,35-44,male,retargeting,spring,3,2,1,0,0,0.0,0.0,0,0,0,0,0,0.0,3.23,0.0
BR_A00056,active,2026-03-01 06:00:00,2026-03-01,6,USER_A00056,CAMP_META_ACTIVE_01,cereal campaign,AS_001,Strawberry Ad Set,AD_001,Strawberry Creative 1,strawberry,Facebook Reels,desktop,Arizona,25-34,female,interest_based,spring,2,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,3.5,0.0
BR_A00057,active,2026-03-01 06:00:00,2026-03-01,6,USER_A00057,CAMP_META_ACTIVE_01,cereal campaign,AS_001,Strawberry Ad Set,AD_001,Strawberry Creative 1,strawberry,Facebook Feed,desktop,Arizona,25-34,male,lookalike,spring,3,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,1.07,0.0
BR_A00058,active,2026-03-01 06:00:00,2026-03-01,6,USER_A00058,CAMP_META_ACTIVE_01,cereal campaign,AS_002,Chocolate Ad Set,AD_002,Chocolate Creative 1,chocolate,Facebook Reels,mobile,California,45-54,male,interest_based,spring,5,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,3.34,0.0
BR_A00059,active,2026-03-01 06:00:00,2026-03-01,6,USER_A00059,CAMP_META_ACTIVE_01,cereal campaign,AS_002,Chocolate Ad Set,AD_002,Chocolate Creative 1,chocolate,Instagram Feed,desktop,Arizona,18-24,male,prospecting,spring,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,3.13,0.0
BR_A00060,active,2026-03-01 06:00:00,2026-03-01,6,USER_A00060,CAMP_META_ACTIVE_01,cereal campaign,AS_002,Chocolate Ad Set,AD_002,Chocolate Creative 1,chocolate,Facebook Feed,desktop,California,25-34,male,website_visitors,spring,6,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,1.09,0.0
BR_A00061,active,2026-03-01 06:00:00,2026-03-01,6,USER_A00061,CAMP_META_ACTIVE_01,cereal campaign,AS_003,Vanilla Ad Set,AD_003,Vanilla Creative 1,vanilla,Instagram Stories,mobile,Arizona,18-24,male,website_visitors,spring,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.34,0.0
BR_A00062,active,2026-03-01 06:00:00,2026-03-01,6,USER_A00062,CAMP_META_ACTIVE_01,cereal campaign,AS_003,Vanilla Ad Set,AD_003,Vanilla Creative 1,vanilla,Instagram Feed,desktop,California,18-24,female,website_visitors,spring,5,1,0,0,0,0.0,0.0,0,0,0,0,0,0.0,1.24,0.0
BR_A00063,active,2026-03-01 06:00:00,2026-03-01,6,USER_A00063,CAMP_META_ACTIVE_01,cereal campaign,AS_003,Vanilla Ad Set,AD_003,Vanilla Creative 1,vanilla,Instagram Stories,desktop,Arizona,35-44,male,lookalike,spring,2,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,1.14,0.0
BR_A00064,active,2026-03-01 07:00:00,2026-03-01,7,USER_A00064,CAMP_META_ACTIVE_01,cereal campaign,AS_001,Strawberry Ad Set,AD_001,Strawberry Creative 1,strawberry,Facebook Reels,desktop,Texas,25-34,male,prospecting,spring,4,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,3.65,0.0
BR_A00065,active,2026-03-01 07:00:00,2026-03-01,7,USER_A00065,CAMP_META_ACTIVE_01,cereal campaign,AS_001,Strawberry Ad Set,AD_001,Strawberry Creative 1,strawberry,Facebook Reels,desktop,Arizona,18-24,male,lookalike,spring,6,1,0,0,0,0.0,0.0,0,0,0,0,0,0.0,4.37,0.0
BR_A00066,active,2026-03-01 07:00:00,2026-03-01,7,USER_A00066,CAMP_META_ACTIVE_01,cereal campaign,AS_001,Strawberry Ad Set,AD_001,Strawberry Creative 1,strawberry,Instagram Feed,desktop,Arizona,35-44,female,website_visitors,spring,2,2,2,1,1,0.0,59.9,0,0,0,0,0,0.0,2.34,0.0
BR_A00067,active,2026-03-01 07:00:00,2026-03-01,7,USER_A00067,CAMP_META_ACTIVE_01,cereal campaign,AS_002,Chocolate Ad Set,AD_002,Chocolate Creative 1,chocolate,Facebook Feed,desktop,Texas,45-54,male,prospecting,spring,6,2,2,2,2,0.0,47.6,0,0,0,0,0,0.0,3.91,0.0
BR_A00068,active,2026-03-01 07:00:00,2026-03-01,7,USER_A00068,CAMP_META_ACTIVE_01,cereal campaign,AS_002,Chocolate Ad Set,AD_002,Chocolate Creative 1,chocolate,Facebook Feed,mobile,Arizona,35-44,male,interest_based,spring,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,1.59,0.0
BR_A00069,active,2026-03-01 07:00:00,2026-03-01,7,USER_A00069,CAMP_META_ACTIVE_01,cereal campaign,AS_002,Chocolate Ad Set,AD_002,Chocolate Creative 1,chocolate,Instagram Stories,mobile,Nevada,35-44,female,prospecting,spring,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,3.09,0.0
BR_A00070,active,2026-03-01 07:00:00,2026-03-01,7,USER_A00070,CAMP_META_ACTIVE_01,cereal campaign,AS_003,Vanilla Ad Set,AD_003,Vanilla Creative 1,vanilla,Facebook Feed,mobile,Texas,35-44,male,lookalike,spring,6,1,0,0,0,0.0,0.0,0,0,0,0,0,0.0,3.54,0.0
BR_A00071,active,2026-03-01 07:00:00,2026-03-01,7,USER_A00071,CAMP_META_ACTIVE_01,cereal campaign,AS_003,Vanilla Ad Set,AD_003,Vanilla Creative 1,vanilla,Instagram Feed,desktop,Arizona,25-34,female,prospecting,spring,1,1,1,1,1,0.98,17.8,0,0,0,0,0,0.0,1.16,0.0
BR_A00072,active,2026-03-01 07:00:00,2026-03-01,7,USER_A00072,CAMP_META_ACTIVE_01,cereal campaign,AS_003,Vanilla Ad Set,AD_003,Vanilla Creative 1,vanilla,Facebook Reels,desktop,Nevada,45-54,male,lookalike,spring,1,1,0,0,0,0.0,0.0,0,0,0,0,0,0.0,1.52,0.0
BR_A00073,active,2026-03-01 08:00:00,2026-03-01,8,USER_A00073,CAMP_META_ACTIVE_01,cereal campaign,AS_001,Strawberry Ad Set,AD_001,Strawberry Creative 1,strawberry,Facebook Reels,desktop,Texas,35-44,male,website_visitors,spring,3,3,3,3,3,0.98,56.7,0,0,0,0,0,0.0,0.46,0.0
BR_A00074,active,2026-03-01 08:00:00,2026-03-01,8,USER_A00074,CAMP_META_ACTIVE_01,cereal campaign,AS_001,Strawberry Ad Set,AD_001,Strawberry Creative 1,strawberry,Facebook Reels,mobile,California,35-44,male,website_visitors,spring,3,1,1,0,0,0.0,0.0,0,0,0,0,0,0.0,1.11,0.0
BR_A00075,active,2026-03-01 08:00:00,2026-03-01,8,USER_A00075,CAMP_META_ACTIVE_01,cereal campaign,AS_001,Strawberry Ad Set,AD_001,Strawberry Creative 1,strawberry,Instagram Feed,mobile,Texas,45-54,female,retargeting,spring,5,3,2,2,2,0.0,169.8,0,0,0,0,0,0.0,0.5,0.0
BR_A00076,active,2026-03-01 08:00:00,2026-03-01,8,USER_A00076,CAMP_META_ACTIVE_01,cereal campaign,AS_002,Chocolate Ad Set,AD_002,Chocolate Creative 1,chocolate,Instagram Feed,mobile,Texas,35-44,female,lookalike,spring,3,3,2,2,2,0.0,135.9,1,1,1,1,1,0.5,1.62,9.16
BR_A00077,active,2026-03-01 08:00:00,2026-03-01,8,USER_A00077,CAMP_META_ACTIVE_01,cereal campaign,AS_002,Chocolate Ad Set,AD_002,Chocolate Creative 1,chocolate,Facebook Feed,desktop,Arizona,35-44,female,retargeting,spring,3,3,3,3,3,0.0,53.8,0,0,0,0,0,0.0,0.89,0.0
BR_A00078,active,2026-03-01 08:00:00,2026-03-01,8,USER_A00078,CAMP_META_ACTIVE_01,cereal campaign,AS_002,Chocolate Ad Set,AD_002,Chocolate Creative 1,chocolate,Facebook Reels,desktop,Texas,35-44,male,lookalike,spring,5,2,2,1,1,0.0,53.6,0,0,0,0,0,0.0,3.4,0.0
BR_A00079,active,2026-03-01 08:00:00,2026-03-01,8,USER_A00079,CAMP_META_ACTIVE_01,cereal campaign,AS_003,Vanilla Ad Set,AD_003,Vanilla Creative 1,vanilla,Instagram Stories,desktop,Texas,18-24,female,retargeting,spring,2,2,2,2,2,0.0,37.9,1,1,1,1,1,0.5,0.88,9.71
BR_A00080,active,2026-03-01 08:00:00,2026-03-01,8,USER_A00080,CAMP_META_ACTIVE_01,cereal campaign,AS_003,Vanilla Ad Set,AD_003,Vanilla Creative 1,vanilla,Facebook Reels,mobile,California,45-54,female,website_visitors,spring,2,1,1,0,0,0.0,0.0,0,0,0,0,0,0.0,0.9,0.0
